description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Rare Shield - LemFal SE - Double Swing	1				100					4	shld,rar	r20	r19	hrb				useitem				addxp			1	1	oskill		133	5	10																																																																										0
Magic Gloves - LemFal SE - Double Swing	1				100					4	glov,mag	r20	r19	hrb				useitem				addxp			1	1	oskill		133	5	10																																																																										0
Rare Gloves - LemFal SE - Double Swing	1				100					4	glov,rar	r20	r19	hrb				useitem				addxp			1	1	oskill		133	5	10																																																																										0
Magic Weapon - PulKo SE - Double Throw	1				100					4	weap,mag	r21	r18	hrb				useitem				addxp			1	1	oskill		140	5	10																																																																										0
Rare Weapon - PulKo SE - Double Throw	1				100					4	weap,rar	r21	r18	hrb				useitem				addxp			1	1	oskill		140	5	10																																																																										0
Magic Gloves - PulKo SE - Double Throw	1				100					4	glov,mag	r21	r18	hrb				useitem				addxp			1	1	oskill		140	5	10																																																																										0
Rare Gloves - PulKo SE - Double Throw	1				100					4	glov,rar	r21	r18	hrb				useitem				addxp			1	1	oskill		140	5	10																																																																										0
Magic Weapon - LoVex UE - Frenzy	1				100					4	weap,mag	r28	r26	elx				useitem				addxp			1	1	oskill		147	5	10																																																																										0
Rare Weapon - LoVex UE - Frenzy	1				100					4	weap,rar	r28	r26	elx				useitem				addxp			1	1	oskill		147	5	10																																																																										0
Magic Gloves - LoVex UE - Frenzy	1				100					4	glov,mag	r28	r26	elx				useitem				addxp			1	1	oskill		147	5	10																																																																										0
Rare Gloves - LoVex UE - Frenzy	1				100					4	glov,rar	r28	r26	elx				useitem				addxp			1	1	oskill		147	5	10																																																																										0
Magic Weapon - BerOhm SE UE - Whirlwind	1				100					5	weap,mag	r30	r27	hrb	elx			useitem				addxp			1	1	oskill		151	5	10																																																																										0
Rare Weapon - BerOhm SE UE - Whirlwind	1				100					5	weap,rar	r30	r27	hrb	elx			useitem				addxp			1	1	oskill		151	5	10																																																																										0
Magic Shield - BerOhm SE UE - Whirlwind	1				100					5	shld,mag	r30	r27	hrb	elx			useitem				addxp			1	1	oskill		151	5	10																																																																										0
Rare Shield - BerOhm SE UE - Whirlwind	1				100					5	shld,rar	r30	r27	hrb	elx			useitem				addxp			1	1	oskill		151	5	10																																																																										0
Magic Gloves - BerOhm SE UE - Whirlwind	1				100					5	glov,mag	r30	r27	hrb	elx			useitem				addxp			1	1	oskill		151	5	10																																																																										0
Rare Gloves - BerOhm SE UE - Whirlwind	1				100					5	glov,rar	r30	r27	hrb	elx			useitem				addxp			1	1	oskill		151	5	10																																																																										0
Magic Weapon - ZodIo - Berserk	1				100					3	weap,mag	r33	r16					useitem				addxp			1	1	oskill		152	3	7																																																																										0
Rare Weapon - ZodIo - Berserk	1				100					3	weap,rar	r33	r16					useitem				addxp			1	1	oskill		152	3	7																																																																										0
Magic Amulet - ZodIo - Berserk	1				100					3	amu,mag	r33	r16					useitem				addxp			1	1	oskill		152	3	7																																																																										0
Rare Amulet - ZodIo - Berserk	1				100					3	amu,rar	r33	r16					useitem				addxp			1	1	oskill		152	3	7																																																																										0
Magic Shield - ZodIo - Berserk	1				100					3	shld,mag	r33	r16					useitem				addxp			1	1	oskill		152	3	7																																																																										0
Rare Shield - ZodIo - Berserk	1				100					3	shld,rar	r33	r16					useitem				addxp			1	1	oskill		152	3	7																																																																										0
Magic Gloves - ZodIo - Berserk	1				100					3	glov,mag	r33	r16					useitem				addxp			1	1	oskill		152	3	7																																																																										0
Rare Gloves - ZodIo - Berserk	1				100					3	glov,rar	r33	r16					useitem				addxp			1	1	oskill		152	3	7																																																																										0
Magic Torso - ChamOhmMal - Cyclone Armor	1				100					4	tors,mag	r32	r27	r23				useitem				addxp			1	1	oskill		235	8	12	gethit-skill		235	20	15																																																																					0
Rare Torso - ChamOhmMal - Cyclone Armor	1				100					4	tors,rar	r32	r27	r23				useitem				addxp			1	1	oskill		235	8	12	gethit-skill		235	20	15																																																																					0
Magic Shield - ChamOhmMal - Cyclone Armor	1				100					4	shld,mag	r32	r27	r23				useitem				addxp			1	1	oskill		235	8	12	gethit-skill		235	20	15																																																																					0
Rare Shield - ChamOhmMal - Cyclone Armor	1				100					4	shld,rar	r32	r27	r23				useitem				addxp			1	1	oskill		235	8	12	gethit-skill		235	20	15																																																																					0
Magic Boots - ChamOhmMal - Cyclone Armor	1				100					4	boot,mag	r32	r27	r23				useitem				addxp			1	1	oskill		235	8	12	gethit-skill		235	20	15																																																																					0
Rare Boots - ChamOhmMal - Cyclone Armor	1				100					4	boot,rar	r32	r27	r23				useitem				addxp			1	1	oskill		235	8	12	gethit-skill		235	20	15																																																																					0
Magic Torso - ZodJah - Werewolf	1				100					3	tors,mag	r33	r31					useitem				addxp			1	1	oskill		223	8	12	oskill		224	8	12																																																																					0
Rare Torso - ZodJah - Werewolf	1				100					3	tors,rar	r33	r31					useitem				addxp			1	1	oskill		223	8	12	oskill		224	8	12																																																																					0
Magic Ring - ZodJah - Werewolf	1				100					3	ring,mag	r33	r31					useitem				addxp			1	1	oskill		223	8	12	oskill		224	8	12																																																																					0
Rare Ring - ZodJah - Werewolf	1				100					3	ring,rar	r33	r31					useitem				addxp			1	1	oskill		223	8	12	oskill		224	8	12																																																																					0
Magic Torso - BerBer UE - Werebear	1				100					4	tors,mag	r30	r30	elx				useitem				addxp			1	1	oskill		228	8	12	oskill		224	8	12																																																																					0
Rare Torso - BerBer UE - Werebear	1				100					4	tors,rar	r30	r30	elx				useitem				addxp			1	1	oskill		228	8	12	oskill		224	8	12																																																																					0
Magic Ring - BerBer UE - Werebear	1				100					4	ring,mag	r30	r30	elx				useitem				addxp			1	1	oskill		228	8	12	oskill		224	8	12																																																																					0
Rare Ring - BerBer UE - Werebear	1				100					4	ring,rar	r30	r30	elx				useitem				addxp			1	1	oskill		228	8	12	oskill		224	8	12																																																																					0
Magic Weapon - JahUm UE - Feral Rage	1				100					4	weap,mag	r31	r22	elx				useitem				addxp			1	1	oskill		232	5	10																																																																										0
Rare Weapon - JahUm UE - Feral Rage	1				100					4	weap,rare	r31	r22	elx				useitem				addxp			1	1	oskill		232	5	10																																																																										0
Magic Shield - JahUm UE - Feral Rage	1				100					4	shld,mag	r31	r22	elx				useitem				addxp			1	1	oskill		232	5	10																																																																										0
Rare Shield - JahUm UE - Feral Rage	1				100					4	shld,rare	r31	r22	elx				useitem				addxp			1	1	oskill		232	5	10																																																																										0
Magic Gloves - JahUm UE - Feral Rage	1				100					4	glov,mag	r31	r22	elx				useitem				addxp			1	1	oskill		232	5	10																																																																										0
Rare Gloves - JahUm UE - Feral Rage	1				100					4	glov,rare	r31	r22	elx				useitem				addxp			1	1	oskill		232	5	10																																																																										0
Magic Weapon - JahPulLem - Maul	1				100					4	weap,mag	r31	r21	r20				useitem				addxp			1	1	oskill		233	5	10																																																																										0
Rare Weapon - JahPulLem - Maul	1				100					4	weap,rar	r31	r21	r20				useitem				addxp			1	1	oskill		233	5	10																																																																										0
Magic Shield - JahPulLem - Maul	1				100					4	shld,mag	r31	r21	r20				useitem				addxp			1	1	oskill		233	5	10																																																																										0
Rare Shield - JahPulLem - Maul	1				100					4	shld,rar	r31	r21	r20				useitem				addxp			1	1	oskill		233	5	10																																																																										0
Magic Gloves - JahPulLem - Maul	1				100					4	glov,mag	r31	r21	r20				useitem				addxp			1	1	oskill		233	5	10																																																																										0
